MovieID,Title,Genres,Year,imdb_id,id,production_countries,genres,original_language,original_title,title,overview,release_date,vote_average,director,writer,actors
2771,Brokedown Palace (1999),Drama,1999,120620,17707.0,United States of America,Drama|Thriller,English,Brokedown Palace,Brokedown Palace,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",1999-08-13,6.2,Jonathan Kaplan,,Claire Danes|Kate Beckinsale|Bill Pullman|Jacqueline Kim
2772,Detroit Rock City (1999),Comedy,1999,165710,9781.0,United States of America,Comedy|Music,English,Detroit Rock City,Detroit Rock City,"In 1978, a Kiss concert was an epoch-making event. For the three teen fans in Detroit Rock City getting tickets to the sold-out show becomes the focal point of their existence. They'll do anything for tickets -- compete in a strip club's amateur-night contest, take on religious protesters, even rob a convenience store!",1999-08-13,6.7,Adam Rifkin,,Giuseppe Andrews|James DeBello|Edward Furlong|Sam Huntington
2773,Alice and Martin (Alice et Martin) (1998),Drama,1998,176422,102489.0,France|Spain,Drama|Romance,French,Alice et Martin,Alice and Martin,"At the age of 20, Martin leaves his home town and comes to Paris, where he fortunately becomes a model by chance. He meets Alice, his brother's friend, and falls in love with her. They start a passionate relationship, although Martin remains very mysterious about his past and the reasons why he left his family. But when Alice tells him she's pregnant, he is suddenly almost driven to madness, as his past comes back to his mind. Alice will now do anything she can to help him",1998-10-23,6.0,André Téchiné,,Juliette Binoche|Alexis Loret|Carmen Maura|Mathieu Amalric
2774,Better Than Chocolate (1999),Comedy|Romance,1999,168987,18212.0,Canada,Drama|Romance,English,Better Than Chocolate,Better Than Chocolate,"Not long after moving into her own place, Maggie finds herself with two unsolicited roommates: her recently divorced mother, Lila, and her young brother. The timing is especially bad, considering Maggie has fallen hard for an attractive woman, Kim, only hours before they move in. What could be a nonissue becomes increasingly complicated -- since Maggie's family is unaware of her sexual orientation, and Maggie is not open to sharing that information.",1999-02-14,6.4,Anne Wheeler,Peggy Thompson,Karyn Dwyer|Christina Cox|Wendy Crewson|Ann-Marie MacDonald
2775,Head On (1998),Drama,1998,138487,13817.0,Australia,Drama,English,Head On,Head On,"Nineteen-year-old Ari confronts both his sexuality and his Greek family. Ari despises his once-beloved parents, former radical activists, for having entombed themselves in insular tradition. Ari is obsessed with gay sex, although he does make an unenthusiastic attempt to satisfy the sister of one of his best friends. While all of this is going on, he's facing problems with his traditional Greek parents, who have no clue about his sexual activities.",1998-08-13,5.8,Ana Kokkinos,Andrew Bovell,Alex Dimitriades|Paul Capsis|Julian Garner|Elena Mandalis
2776,"Marcello Mastroianni: I Remember Yes, I Remember (1997)",Documentary,1997,119614,126996.0,Italy,Documentary,Italian,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo",Marcello Mastroianni: I Remember,"In 1996, Marcello Mastroianni talks about life as an actor. It's an anecdotal and philosophical memoir, moving from topic to topic, fully conscious of a man ""of a certain age"" looking back. He tells stories about Fellini and De Sica's direction, of using irony in performances, of constantly working (an actor tries to find himself in characters). He's diffident about prizes, celebrates Rome and Paris, salutes Naples and its people. He answers the question, why make bad films; recalls his father and grandfather, carpenters, his mother, deaf in her old age, and his brother, a film editor; he's modest about his looks. In repose, time's swift passage holds Mastroianni inward gaze.",1997-08-29,5.5,Anna Maria Tatò,,Marcello Mastroianni|Renato Berta|Manoel de Oliveira|Diogo Dória
2777,Cobra (1925),Drama,1925,15693,38715.0,United States of America,Drama|Romance,English,Cobra,Cobra,An impoverished Italian nobleman (Rudolph Valentino) takes a job with a New York antique dealer and falls in love with the secretary. Complications arise when he makes a date with the antique dealer's wife who mysteriously is murdered at the appointed meeting place.,1925-01-02,6.7,Joseph Henabery,,Rudolph Valentino|Nita Naldi|Casson Ferguson|Gertrude Olmstead
2778,Never Talk to Strangers (1995),Thriller,1995,113965,48781.0,United States of America|Canada|Germany,Thriller|Romance,English,Never Talk to Strangers,Never Talk to Strangers,"Sarah Taylor, a police psychologist, meets a mysterious and seductive young man, Tony Ramirez, and falls in love with him. As a cause of this relationship, she changes her personality when she begins to receive anonymous telephone calls.",1995-10-20,4.7,Peter Hall,Lewis A. Green,Rebecca De Mornay|Antonio Banderas|Dennis Miller|Len Cariou
2779,Heaven Can Wait (1978),Comedy,1978,77663,12185.0,United States of America,Fantasy|Drama|Comedy|Romance,English,Heaven Can Wait,Heaven Can Wait,"Joe Pendleton is a quarterback preparing to lead his team to the superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he wasn't ready to die, and that his body has been cremated. A new body must be found, and that of a recently murdered millionaire is chosen. His wife and accountant, the murderers, are confused by this development, as he buys the L.A. Rams in order to once again quarterback them into the Superbowl.",1978-06-28,6.4,Warren Beatty,Elaine May,Warren Beatty|Julie Christie|James Mason|Jack Warden
2780,The Raven (1963),Comedy|Horror,1963,57449,29056.0,United States of America,Comedy|Fantasy|Horror,English,The Raven,The Raven,A magician who has been turned into a raven turns to a former sorcerer for help in this film loosely based on the Edgar Allen Poe poem.,1963-01-25,6.3,Roger Corman,Richard Matheson,Vincent Price|Peter Lorre|Boris Karloff|Hazel Court
2781,The Tingler (1959),Horror,1959,53363,26857.0,United States of America,Horror,English,The Tingler,The Tingler,"After much hard work, a pathologist discovers and captures a creature that lives in every vertebrate and grows when fear grips its host. ""Scream for your lives!""",1959-07-29,6.4,William Castle,Robb White,Vincent Price|Judith Evelyn|Darryl Hickman|Patricia Cutts
2782,Pit and the Pendulum (1961),Horror,1961,55304,28501.0,United States of America,Fantasy|Horror|Drama,English,The Pit and the Pendulum,The Pit and the Pendulum,"Francis Barnard goes to Spain, when he hears his sister Elizabeth has died. Her husband Nicholas Medina, the son of the most brutal torturer of the Spanish Inquisition, tells him she has died of a blood disease, but Francis finds this hard to believe. After some investigating he finds out that it was extreme fear that was fatal to his sister and that she may have been buried alive!",1961-08-12,6.9,Roger Corman,Richard Matheson,Vincent Price|John Kerr|Barbara Steele|Luana Anders
2783,The Tomb of Ligeia (1965),Horror,1965,59821,29030.0,United Kingdom|United States of America,Horror|Drama,English,The Tomb of Ligeia,The Tomb of Ligeia,Story about a man haunted by the spirit of his dead wife and her effect on his second marriage.,1964-11-01,5.8,Roger Corman,Robert Towne,Vincent Price|Elizabeth Shepherd|John Westbrook|Derek Francis
2784,The Masque of the Red Death (1964),Horror,1964,58333,25319.0,United Kingdom|United States of America,Drama|Horror,English,The Masque of the Red Death,The Masque of the Red Death,"Satan-worshiper Prince Prospero invites the local nobility to his castle for protection against an oncoming plague, the Red Death. He orders his guests to attend a masked ball and, amidst an atmosphere of debauchery and depravity, notices the entry of a hooded stranger dressed all in red. Believing the figure to be his master, Satan, Prospero is horrified at the revelation of his true identity.",1964-06-24,6.6,Roger Corman,Charles Beaumont,Vincent Price|Hazel Court|Jane Asher|David Weston
2785,Tales of Terror (1962),Horror,1962,56552,29074.0,United States of America,Thriller|Comedy|Horror|Mystery,English,Tales of Terror,Tales of Terror,"Three stories adapted from the work of Edgar Allen Poe:  1) A man and his daughter are reunited, but the blame for the death of his wife hangs over them, unresolved.  2) A derelict challenges the local wine-tasting champion to a competition, but finds the man's attention to his wife worthy of more dramatic action.  3) A man dying and in great pain agrees to be hypnotized at the moment of death, with unexpected consequences.",1962-07-04,6.3,Roger Corman,Richard Matheson,Vincent Price|Peter Lorre|Basil Rathbone|Debra Paget
2786,Haunted Honeymoon (1986),Comedy,1986,91178,24103.0,United Kingdom,Comedy|Horror|Music,English,Haunted Honeymoon,Haunted Honeymoon,"Larry Abbot, speaker in the radio horror shows of Manhattan Mystery Theater wants to marry. For the marriage he takes his fiancée home to the castle where he grew up among his eccentric relatives. His uncle decides that he needs to be cured from a neurotic speech defect and exaggerated bursts of fear: he gives him a shock therapy with palace ghosts.",1986-07-25,5.4,Gene Wilder,,Gene Wilder|Gilda Radner|Dom DeLuise|Jonathan Pryce
2787,Cat's Eye (1985),Horror,1985,88889,10552.0,United States of America,Comedy|Thriller|Horror,English,Cat's Eye,Cat's Eye,"Three short stories by shock-meister Stephen King are linked by a stray cat that roams from one tale to the next in this creepy triptych that begins as Dick (James Woods) tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat.",1985-04-12,5.9,Lewis Teague,Stephen King,Drew Barrymore|James Woods|Alan King|Kenneth McMillan
2788,And Now for Something Completely Different (1971),Comedy,1971,66765,9267.0,United Kingdom,Comedy,English,And Now for Something Completely Different,And Now for Something Completely Different,And Now for Something Completely Different is a film spin-off from the television comedy series Monty Python's Flying Circus featuring favourite sketches from the first two seasons.,1971-09-28,7.1,Ian MacNaughton,Graham Chapman,Graham Chapman|John Cleese|Terry Gilliam|Eric Idle
2789,Damien: Omen II (1978),Horror,1978,77394,10766.0,United States of America,Action|Drama|Horror|Thriller,English,Damien: Omen II,Damien: Omen II,"Since the sudden and highly suspicious death of his parents, 12-year-old Damien has been in the charge of his wealthy aunt and uncle (Lee Grant and William Holden). Widely feared to be the Antichrist, Damien relentlessly plots to seize control of his uncle's business empire - and the world. Meanwhile, anyone attempting to unravel the secrets of Damien's sinister past or fiendish future meets with a swift and cruel demise.",1978-06-09,6.1,Don Taylor,Stanley Mann,William Holden|Lee Grant|Jonathan Scott-Taylor|Robert Foxworth
2790,The Final Conflict (a.k.a. Omen III: The Final Conflict) (1981),Horror,1981,82377,10768.0,United Kingdom|United States of America,Drama|Horror|Thriller,English,Omen III: The Final Conflict,Omen III: The Final Conflict,"Damien Thorn (Sam Neill) has helped rescue the world from a recession, appearing to be a benign corporate benefactor. When he then becomes U.S. Ambassador to England, Damien fulfills a terrifying biblical prophecy. He also faces his own potential demise as an astronomical event brings about the second coming of Christ.",1981-03-20,5.5,Graham Baker,Andrew Birkin,Sam Neill|Rossano Brazzi|Don Gordon|Lisa Harrow
2791,Airplane! (1980),Comedy,1980,80339,813.0,United States of America,Comedy,English,Airplane!,Airplane!,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",1980-07-02,7.1,Jim Abrahams,,Robert Hays|Julie Hagerty|Kareem Abdul-Jabbar|Lloyd Bridges
